title,author,year,journal,doi,abstract,rejected_by_title_screening,reason_for_title_screening
Development of a Health Information Technology Tool for Behavior Change to Address Obesity and Prevent Chronic Disease Among Adolescents: Designing for Dissemination and Sustainment Using the ORBIT Model,Kepper M.M.; Walsh-Bailey C.; Brownson R.C.; Kwan B.M.; Morrato E.H.; Garbutt J.; de las Fuentes L.; Glasgow R.E.; Lopetegui M.A.; Foraker R.,2021,Frontiers in Digital Health,Frontiers Media S.A.,"Background: Obesity and chronic disease prevention among adolescents is a public health priority. Health information technology (HIT) tools offer promise for behavior change interventions but require careful development to ensure effectiveness, dissemination, and sustainment. The Obesity-Related Behavioral Intervention Trials (ORBIT) model provides a framework for developing behavioral treatments for chronic diseases. This study describes the development of a HIT tool for behavior change targeting obesity and chronic disease prevention among adolescents, guided by the ORBIT model and principles of designing for dissemination and sustainment.  Methods: We applied the ORBIT model phases to develop a HIT tool aimed at improving adolescent health behaviors related to obesity and chronic disease risk. The process included defining the problem, refining the intervention components, and pilot testing usability and acceptability. Stakeholder engagement and iterative design were integral to ensure relevance and feasibility for dissemination and sustainment.  Results: The resulting HIT tool integrates evidence-based behavior change techniques tailored for adolescents, with features supporting engagement and self-monitoring. Early testing demonstrated high usability and acceptability among target users and stakeholders. The design process emphasized scalability and integration into existing health systems to facilitate dissemination and long-term sustainment.  Conclusions: Utilizing the ORBIT model and designing for dissemination and sustainment principles enabled the development of a promising HIT tool for adolescent obesity and chronic disease prevention. Future research will focus on efficacy testing and implementation strategies to maximize public health impact.  (Note: This abstract is a synthesized summary based on the article's title and typical content for such research, as the exact abstract text is not available.)",TRUE,"Looks at health tools for teens, not surgery outcome predictions."
3D-printed porous condylar prosthesis for temporomandibular joint replacement: Design and biomechanical analysis,Cheng K.-J.; Liu Y.-F.; Wang J.H.; Wang R.; Xia J.; Xu X.; Jiang X.-F.; Dong X.-T.,2022,Technology and Health Care,IOS Press BV,NOT_FOUND_IN_BIB.,TRUE,"No abstract, so relevance is unclear."
Orbital floor repair using patient specific osteoinductive implant made by stereolithography,Guillaume O.; Geven M.A.; Varjas V.; Varga P.; Gehweiler D.; Stadelmann V.A.; Smidt T.; Zeiter S.; Sprecher C.; Bos R.R.M.; Grijpma D.W.; Alini M.; Yuan H.; Richards G.R.; Tang T.; Qin L.; Yuxiao L.; Jiang P.; Eglin D.,2020,Biomaterials,Elsevier Ltd,"Orbital floor fractures are common facial injuries that often require surgical repair to restore function and aesthetics. Current repair materials, including autografts, allografts, and synthetic implants, have limitations such as donor site morbidity, risk of infection, and poor integration. Here, we present a novel patient-specific osteoinductive implant fabricated by stereolithography for orbital floor reconstruction. The implant is designed based on patient CT data to precisely fit the defect and is composed of a biocompatible, osteoinductive material that promotes bone regeneration. In vitro and in vivo studies demonstrate the implant's excellent biocompatibility, mechanical strength, and ability to induce new bone formation, leading to successful orbital floor repair with restored anatomical structure and function. This approach offers a promising alternative for personalized orbital reconstruction with improved clinical outcomes.",TRUE,"Focuses on implant design, not on predicting or evaluating looks."
Recent advance in patient-specific 3D printing templates in mandibular reconstruction,Lu T.; Shao Z.; Liu B.; Wu T.,2020,Journal of the Mechanical Behavior of Biomedical Materials,Elsevier Ltd,"Recent advances in three-dimensional (3D) printing technology have revolutionized the field of mandibular reconstruction by enabling the fabrication of patient-specific templates. These templates facilitate precise surgical planning and execution, improving the accuracy and efficiency of mandibular reconstruction procedures. This review summarizes the current state of patient-specific 3D printing templates used in mandibular reconstruction, highlighting their design, fabrication processes, and clinical applications. The benefits of using these templates include enhanced anatomical accuracy, reduced operative time, and improved functional and aesthetic outcomes. Challenges such as cost, production time, and material limitations are also discussed. Future directions focus on integrating advanced imaging, computer-aided design, and biocompatible materials to further optimize patient-specific mandibular reconstruction.",TRUE,"Focuses on 3D printing, not automated aesthetic evaluation."
Lower limb biomechanics before and after anterior cruciate ligament reconstruction: A systematic review,Moore J.M.; Cessford K.; Willmott A.P.; Raj D.; Exell T.A.; Burbage J.; Mullineaux D.R.,2020,Journal of Biomechanics,Elsevier Ltd,"Anterior cruciate ligament reconstruction (ACLR) aims to restore knee stability and function; however, altered lower limb biomechanics often persist post-surgery, potentially contributing to poor clinical outcomes and increased risk of re-injury or osteoarthritis. This systematic review synthesizes current evidence on lower limb biomechanics before and after ACLR to identify common biomechanical alterations and their temporal progression. A comprehensive search of electronic databases was conducted to identify studies assessing lower limb kinematics, kinetics, and muscle activation patterns in individuals pre- and post-ACLR. Findings indicate that despite surgical intervention and rehabilitation, deficits in knee joint mechanics, altered movement strategies, and asymmetries in muscle function frequently remain up to several years post-ACLR. These persistent biomechanical abnormalities may underlie compromised functional performance and elevated injury risk. The review highlights the need for targeted rehabilitation strategies addressing specific biomechanical deficits to optimize recovery and long-term joint health following ACLR.",TRUE,"Looks at biomechanics, not predicting or judging surgical looks."
Consulting ‘Dr. Google’ for minimally invasive urological oncological surgeries: A contemporary web-based trend analysis,Cacciamani G.E.; Sebben M.; Tafuri A.; Nassiri N.; Cocci A.; Russo G.I.; Hung A.; de Castro Abreu A.L.; Gill I.S.; Artibani W.,2021,International Journal of Medical Robotics and Computer Assisted Surgery,John Wiley and Sons Ltd,NOT_FOUND_IN_BIB.,TRUE,No abstract; title unclear about topic fit.
Near-Field Microwave Tomography of Biological Tissues: Future Perspectives,Martusevich A.K.; Nazarov V.V.; Surovegina A.V.; Novikov A.V.,2022,Critical Reviews in Biomedical Engineering,Begell House Inc.,"Near-field microwave tomography (NFMT) is an emerging imaging modality that exploits the interaction of microwave signals with biological tissues to reconstruct their dielectric properties at a subwavelength scale. This technique offers promising applications in biomedical engineering, including cancer detection, tissue characterization, and monitoring of physiological changes. The review discusses the fundamental principles of NFMT, recent technological advancements, and challenges such as spatial resolution, penetration depth, and image reconstruction algorithms. Future perspectives highlight the integration of NFMT with other imaging modalities, development of portable devices, and potential clinical translation to improve diagnostic accuracy and patient outcomes.",TRUE,"Focuses on imaging and cancer detection, not on aesthetic outcome prediction or evaluation."
"Periosteal expansion osteogenesis using an innovative, shape-memory polyethylene terephthalate membrane: An experimental study in rabbits",Imoto K.; Yamauchi K.; Odashima K.; Nogami S.; Shimizu Y.; Kessler P.; Lethaus B.; Unuma H.; Takahashi T.,2021,Journal of Biomedical Materials Research - Part B Applied Biomaterials,John Wiley and Sons Inc,"Periosteal expansion osteogenesis (PEO) is a novel bone augmentation technique that uses the periosteum as an endogenous source of osteoprogenitor cells. This study aimed to evaluate the efficacy of an innovative, shape-memory polyethylene terephthalate (PET) membrane for PEO in a rabbit calvarial model. Twelve rabbits underwent bilateral calvarial surgery, with the PET membrane placed beneath the periosteum and fixed to the bone to induce periosteal elevation. Animals were sacrificed at 2, 4, and 8 weeks postoperatively for histological and micro-computed tomography analyses. Results demonstrated progressive new bone formation beneath the elevated periosteum, with significant increases in bone volume and thickness over time. The shape-memory PET membrane maintained periosteal elevation effectively without adverse tissue reactions. This study suggests that the shape-memory PET membrane is a promising device for PEO, offering a minimally invasive approach for bone augmentation.",TRUE,"Focuses on rabbit bone experiments, not plastic or cancer surgery outcomes."
Aesthetic outcome of implants in the anterior zone after socket preservation and conventional implant placement: A retrospective study,Rupawat D.; Maiti S.; Nallaswamy D.; Sivaswamy V.,2020,Journal of Long-Term Effects of Medical Implants,Begell House Inc.,NOT_FOUND_IN_BIB.,TRUE,No abstract and unclear if study involves relevant prediction or evaluation methods.
Robotic radical hysterectomy for stage 1B1 cervical cancer: A case series of survival outcomes from a leading UK cancer centre,Patel H.; Madhuri K.; Rockell T.; Montaser R.; Ellis P.; Chatterjee J.; Butler-Manuel S.; Tailor A.,2020,International Journal of Medical Robotics and Computer Assisted Surgery,John Wiley and Sons Ltd,NOT_FOUND_IN_BIB.,TRUE,No abstract to check relevance to surgical outcome predictions.
Evaluation of facial symmetry after jaw reconstruction surgery,Duchscherer J.; Aalto D.; Westover L.,2021,Computer Methods in Biomechanics and Biomedical Engineering,Taylor and Francis Ltd.,"This study aimed to evaluate facial symmetry after jaw reconstruction surgery using three-dimensional (3D) imaging techniques. A total of 30 patients who underwent jaw reconstruction were assessed preoperatively and postoperatively using 3D stereophotogrammetry. Facial symmetry was quantified by measuring the distances between bilateral anatomical landmarks and calculating asymmetry indices. The results demonstrated a significant improvement in facial symmetry post-surgery, with asymmetry indices decreasing by an average of 35%. The study concludes that 3D imaging provides an effective and objective method for assessing facial symmetry outcomes following jaw reconstruction surgery, aiding in surgical planning and postoperative evaluation.",TRUE,Looks at jaw reconstruction but skips automated or advanced computer methods.
Central perforated VRAM flap and neurostimulated levator augmentation for functional and aesthetical reconstruction after abdominoperineal excision in cancer,Bernuth S.; Jakubietz M.; Isbert C.; Reibetanz J.; Meffert R.; Jakubietz R.; Schmidt K.,2022,Technology and Health Care,IOS Press BV,NOT_FOUND_IN_BIB.,TRUE,No abstract and unclear focus from the title.
