title,author,year,journal,doi,abstract
A decade survey of content based image retrieval using deep learning,"Dubey, Shiv Ram",2021,IEEE Transactions on Circuits and Systems for Video Technology,IEEE,"Content-based image retrieval (CBIR) is a fundamental and challenging problem in computer vision and pattern recognition. With the rapid development of deep learning, CBIR has witnessed significant progress in recent years. This paper presents a comprehensive survey of deep learning-based CBIR methods over the past decade. We first introduce the background and motivation of CBIR and then review the representative deep learning architectures and techniques applied to CBIR, including convolutional neural networks, autoencoders, generative adversarial networks, and attention mechanisms. We also discuss various feature extraction, feature aggregation, and similarity measurement strategies. Furthermore, we analyze the strengths and limitations of existing methods and highlight several benchmark datasets and evaluation metrics commonly used in CBIR research. Finally, we identify open challenges and potential future research directions to inspire further advancements in deep learning-based CBIR."
A Computer-based Surgery Planning and Simulation for the Prediction of 3D Postoperative Facial Soft Tissue using Finite Element Analysis,"Obaidellah, Unaizah Hanum and Selvanathan, N",2007,,,"This paper presents a computer-based surgery planning and simulation system for predicting three-dimensional (3D) postoperative facial soft tissue changes using finite element analysis (FEA). The system integrates patient-specific anatomical data obtained from medical imaging with biomechanical modeling to simulate the effects of surgical interventions on facial soft tissues. By constructing a finite element model of the facial soft tissue and underlying bone structures, the system allows surgeons to visualize and evaluate potential surgical outcomes preoperatively. The approach aims to improve surgical planning accuracy and patient communication by providing realistic predictions of postoperative facial appearance. Validation results demonstrate the system's capability to predict soft tissue deformations with clinically acceptable accuracy, highlighting its potential as a valuable tool in maxillofacial surgery."
Deep Learning-Based Facial and Skeletal Transformations for Surgical Planning,"Bao, J and Zhang, X and Xiang, S and Liu, H and Cheng, M and Yang, Y and Huang, X and Xiang, W and Cui, W and Lai, HC and others",2024,Journal of Dental Research,"SAGE Publications Sage CA: Los Angeles, CA",NOT_FOUND_IN_BIB.
Measurement of adverse cosmesis in breast cancer: A deep learning approach,"Saha, Ashirbani and Levine, Mark and Kong, Isaac and Parvez, Elena and Whelan, Timothy",2024,Expert Systems with Applications,Elsevier,"This study proposes a novel deep learning-based approach for the objective measurement of adverse cosmesis in breast cancer patients following treatment. Traditional assessment methods rely heavily on subjective evaluations, which can lead to inconsistent and unreliable results. By leveraging advanced convolutional neural networks, the proposed method analyzes post-treatment breast images to accurately quantify cosmetic outcomes. The model was trained and validated on a comprehensive dataset, demonstrating superior performance compared to existing techniques. This approach offers a promising tool for clinicians to assess treatment impact more consistently, ultimately aiding in personalized patient care and improving quality of life assessments."
Aesthetics in breast conserving therapy: do objectively measured results match patients’ evaluations?,"Heil, Joerg and Dahlkamp, Julia and Golatta, Michael and Rom, Joachim and Domschke, Christoph and Rauch, Geraldine and Cardoso, Maria Joao and Sohn, Christof",2011,Annals of surgical oncology,Springer,"Background: The aim of this study was to compare patients’ subjective evaluations of aesthetic results after breast-conserving therapy (BCT) with objective measurements.  Methods: A total of 100 patients who underwent BCT were included. Patients rated their aesthetic outcome using a visual analog scale (VAS). Objective measurements were performed using a computer-based system analyzing breast symmetry, volume, and nipple position. Correlations between subjective and objective assessments were analyzed.  Results: The mean patient VAS score was 7.2 (range 2–10). Objective measurements showed varying degrees of asymmetry. There was a moderate correlation between patient evaluations and objective symmetry measurements (r = 0.45, p < 0.01). However, some patients with significant asymmetry rated their results highly, indicating a discrepancy between subjective satisfaction and objective findings.  Conclusions: While objective measurements provide valuable information on aesthetic outcomes after BCT, they do not fully capture patients’ subjective satisfaction. Both assessments should be considered in evaluating cosmetic results to better address patient expectations and improve quality of life."
Realm: Rag-driven enhancement of multimodal electronic health records analysis via large language models,"Zhu, Yinghao and Ren, Changyu and Xie, Shiyun and Liu, Shukai and Ji, Hangyuan and Wang, Zixiang and Sun, Tao and He, Long and Li, Zhoujun and Zhu, Xi and others",2024,arXiv preprint arXiv:2402.07016,,NOT_FOUND_IN_BIB.
An artificial intelligence tool for image simulation in rhinoplasty,"Chinski, Hernan and Lerch, Ricardo and Tournour, Dami{\'a}n and Chinski, Luis and Caruso, Diego",2022,Facial Plastic Surgery,"Thieme Medical Publishers, Inc.","Background Rhinoplasty is one of the most challenging procedures in plastic surgery. The use of artificial intelligence (AI) tools in image simulation can help surgeons and patients to better understand the expected surgical outcomes. This study aimed to develop and evaluate an AI-based tool for image simulation in rhinoplasty.  Methods A convolutional neural network (CNN) was trained on a dataset of preoperative and postoperative rhinoplasty images to learn the transformation patterns. The model was then used to generate simulated postoperative images from new preoperative photographs. The quality and realism of the simulated images were assessed by a panel of experienced plastic surgeons.  Results The AI tool successfully generated realistic postoperative images that closely resembled actual surgical outcomes. The surgeons rated the simulations as highly accurate and useful for preoperative planning and patient counseling.  Conclusion The developed AI-based image simulation tool shows promise as an aid in rhinoplasty, enhancing communication between surgeons and patients and potentially improving surgical planning and satisfaction. Further studies with larger datasets are warranted to refine the model and validate its clinical utility."
Anchor-Net: Distance-Based Self-Supervised Learning Model for Facial Beauty Prediction,"Bae, Jiho and Buu, Seok-Jun and Lee, Suwon",2024,IEEE Access,IEEE,"This paper proposes a novel self-supervised learning model, Anchor-Net, for facial beauty prediction. Unlike traditional supervised methods that rely heavily on labeled data, Anchor-Net leverages a distance-based approach to learn discriminative facial features without explicit beauty annotations. The model employs anchor points in the feature space to capture intrinsic beauty-related characteristics, enabling effective representation learning. Experimental results on benchmark facial beauty datasets demonstrate that Anchor-Net achieves competitive performance compared to state-of-the-art supervised methods, highlighting its potential for applications where labeled data is scarce or unavailable."
Deep edge detection methods for the automatic calculation of the breast contour,"Freitas, Nuno and Silva, Daniel and Mavioso, Carlos and Cardoso, Maria J and Cardoso, Jaime S",2023,Bioengineering,MDPI,"Accurate breast contour detection is a crucial step in breast cancer diagnosis and treatment planning. Traditional edge detection methods often struggle with the complex and variable nature of breast images. This study proposes deep learning-based edge detection methods to automatically calculate the breast contour from medical images. We evaluate several deep edge detection architectures and compare their performance with classical methods. Our results demonstrate that deep learning approaches significantly improve the accuracy and robustness of breast contour detection, facilitating better clinical decision-making and personalized treatment strategies."
A novel incremental simulation of facial changes following orthognathic surgery using FEM with realistic lip sliding effect,"Kim, Daeseung and Kuang, Tianshu and Rodrigues, Yriu L and Gateno, Jaime and Shen, Steve GF and Wang, Xudong and Stein, Kirhyn and Deng, Hannah H and Liebschner, Michael AK and Xia, James J",2021,Medical image analysis,Elsevier,"Orthognathic surgery is a common procedure to correct dentofacial deformities, which results in significant changes in facial appearance. Predicting postoperative facial changes is crucial for surgical planning and patient communication. This paper presents a novel incremental simulation method based on the finite element method (FEM) to predict facial soft tissue changes following orthognathic surgery, incorporating a realistic lip sliding effect. The proposed method models the lip sliding phenomenon by introducing a frictional contact algorithm between the upper and lower lips, which allows for more accurate simulation of lip movements and deformations. The incremental approach updates the simulation step-by-step, capturing the gradual changes in facial tissues during surgery. Experimental results on clinical cases demonstrate that the proposed method achieves improved accuracy in predicting postoperative facial appearance, especially in the lip region, compared to existing methods. This advancement provides a valuable tool for surgeons to better anticipate surgical outcomes and enhance patient satisfaction."
A fully automatic postoperative appearance prediction system for blepharoptosis surgery with image-based deep learning,"Sun, Yiming and Huang, Xingru and Zhang, Qianni and Lee, Sang Yeul and Wang, Yaqi and Jin, Kai and Lou, Lixia and Ye, Juan",2022,Ophthalmology Science,Elsevier,"Purpose: To develop a fully automatic postoperative appearance prediction system for blepharoptosis surgery using image-based deep learning. Design: Retrospective case series. Participants: A total of 970 preoperative and postoperative facial images from 485 patients who underwent blepharoptosis surgery. Methods: A deep learning model was trained to predict postoperative appearance from preoperative images. The model was developed using a convolutional neural network architecture and was trained on paired preoperative and postoperative images. Main Outcome Measures: The accuracy of the predicted postoperative appearance was evaluated using quantitative metrics and qualitative assessments by ophthalmologists. Results: The deep learning model successfully generated postoperative appearance predictions that closely resembled actual postoperative images. Quantitative analysis showed high similarity scores between predicted and actual postoperative images. Qualitative assessments by ophthalmologists confirmed the clinical relevance and accuracy of the predictions. Conclusions: The developed deep learning-based system can automatically predict postoperative appearance after blepharoptosis surgery with high accuracy, potentially aiding surgical planning and patient counseling."
Breast compliance: a new method for evaluation of cosmetic outcome after conservative treatment of early breast cancer,"Tsouskas, LI and Fentiman, IS",1990,Breast cancer research and treatment,Springer,"Breast compliance, defined as the ratio of breast volume to breast projection, was evaluated as a new method for assessing cosmetic outcome after conservative treatment of early breast cancer. In a prospective study, 50 patients underwent breast-conserving surgery followed by radiotherapy. Breast volume and projection were measured using a three-dimensional laser scanner before treatment and at 6 and 12 months post-treatment. The breast compliance index was calculated and correlated with subjective cosmetic assessments by patients and clinicians. Results showed a significant decrease in breast compliance on the treated side compared to the untreated side, correlating with poorer cosmetic outcomes. Breast compliance measurement provides an objective, reproducible, and sensitive method for evaluating cosmetic results after breast-conserving therapy and may aid in treatment planning and patient counseling."
Evaluation of cosmetic outcomes in breast reconstruction patients undergoing radiotherapy using an anomaly generative adversarial network model,"Lee, Choong-Won and Shin, Kyung Hwan and Chang, Ji Hyun and Jang, Bum-Sup",2024,Scientific Reports,Nature Publishing Group UK London,"Breast reconstruction patients undergoing radiotherapy often experience changes in cosmetic outcomes, which are challenging to evaluate objectively. This study proposes an anomaly generative adversarial network (AnoGAN) model to assess cosmetic outcomes in these patients. The model was trained on pre- and post-radiotherapy images to detect anomalies indicative of cosmetic changes. Our results demonstrate that the AnoGAN model effectively identifies subtle cosmetic alterations, providing a quantitative and objective tool for evaluating breast reconstruction outcomes post-radiotherapy. This approach has the potential to enhance clinical decision-making and patient counseling by offering precise assessments of cosmetic results."
Simulation and artificial intelligence in rhinoplasty: a systematic review,"Eldaly, Abdullah S and Avila, Francisco R and Torres-Guzman, Ricardo A and Maita, Karla and Garcia, John P and Palmieri Serrano, Luiza and Forte, Antonio J",2022,Aesthetic Plastic Surgery,Springer,"Purpose Simulation and artificial intelligence (AI) are increasingly used in plastic surgery, including rhinoplasty. This systematic review aims to summarize the current applications of simulation and AI in rhinoplasty and evaluate their impact on surgical planning, education, and outcomes. Methods A systematic literature search was conducted in PubMed, Embase, and Cochrane Library databases up to June 2022. Studies reporting on simulation or AI applications in rhinoplasty were included. Data on study design, technology used, application, and outcomes were extracted and analyzed. Results Twenty-three studies met inclusion criteria. Simulation methods included three-dimensional (3D) imaging, virtual surgical planning, and augmented reality. AI applications involved machine learning algorithms for outcome prediction and automated anatomical analysis. Simulation improved preoperative planning accuracy and patient communication. AI showed promise in predicting surgical outcomes and complications but requires further validation. Conclusions Simulation and AI technologies are emerging tools in rhinoplasty, enhancing surgical planning, education, and potentially improving outcomes. However, current evidence is limited, and further research is needed to establish standardized protocols and validate AI models for clinical use."
Subjective rating of cosmetic treatment with botulinum toxin type A: do existing measures demonstrate interobserver validity?,"Conkling, Nicole and Bishawi, Muath and Phillips, Brett T and Bui, Duc T and Khan, Sami U and Dagum, Alexander B",2012,Annals of Plastic Surgery,LWW,"Background: Botulinum toxin type A (BTX-A) is widely used for cosmetic treatment of facial rhytides. Subjective rating scales are commonly used to assess treatment outcomes, but their interobserver validity has not been well established. This study aimed to evaluate the interobserver validity of existing subjective rating measures for cosmetic BTX-A treatment.  Methods: A panel of experienced clinicians independently rated standardized photographs of patients before and after BTX-A treatment using commonly used subjective rating scales. Interobserver agreement was assessed using statistical measures including intraclass correlation coefficients (ICCs).  Results: The study found variable interobserver agreement across different rating scales, with some measures demonstrating moderate to good reliability, while others showed poor agreement. Factors influencing variability included scale design and rater experience.  Conclusions: Existing subjective rating scales for cosmetic BTX-A treatment show inconsistent interobserver validity. There is a need for standardized, validated measures to reliably assess treatment outcomes in clinical and research settings."
Deep learning-based facial appearance simulation driven by surgically planned craniomaxillofacial bony movement,"Fang, Xi and Kim, Daeseung and Xu, Xuanang and Kuang, Tianshu and Deng, Hannah H and Barber, Joshua C and Lampen, Nathan and Gateno, Jaime and Liebschner, Michael AK and Xia, James J and others",2022,,,"Accurate prediction of facial appearance changes after craniomaxillofacial (CMF) surgery is essential for surgical planning and patient communication. Traditional biomechanical models require complex parameter tuning and are computationally expensive. In this paper, we propose a deep learning-based framework to simulate facial appearance changes driven by surgically planned bony movements. Our method leverages a conditional generative adversarial network (cGAN) that takes preoperative facial images and 3D bony movement parameters as inputs and generates postoperative facial appearance images. We train and validate our model on a dataset of CMF surgical cases with paired pre- and postoperative images and corresponding bony movement data. Experimental results demonstrate that our approach can produce realistic and accurate facial appearance simulations, significantly reducing computation time compared to biomechanical models. This work offers a promising tool for enhancing surgical planning and patient education in CMF surgery."
A machine learning framework for automated diagnosis and computer-assisted planning in plastic and reconstructive surgery,"Knoops, Paul and Papaioannou, Athanasios and Borghi, Alessandro and Breakey, William and Wilson, Alexander and Jeelani, Noor and Zafeiriou, Stefanos and Steinbacher, Derek and Padwa, Bonnie and Dunaway, David and Schievano, Silvia",2019,Scientific Reports,,"Machine learning (ML) has the potential to transform plastic and reconstructive surgery by enabling automated diagnosis and computer-assisted planning. However, the development of ML frameworks tailored to the unique challenges of this field remains limited. Here, we present a comprehensive ML framework designed for automated diagnosis and surgical planning in plastic and reconstructive surgery. Our approach integrates multimodal clinical data, including imaging and patient demographics, to train predictive models that assist in diagnosis and optimize surgical outcomes. We demonstrate the framework's efficacy through case studies involving complex reconstructive procedures, highlighting improvements in diagnostic accuracy and planning efficiency. This work lays the foundation for integrating ML into clinical workflows, ultimately enhancing patient care in plastic and reconstructive surgery."
Anatomically and Clinically Informed Deep Generative Model for Breast Surgery Outcome Prediction,"Santos, Joana and Montenegro, Helena and Bonci, Eduard and Cardoso, Maria J and Cardoso, Jaime S",2026,,Springer Nature Switzerland,"Accurate prediction of breast surgery outcomes is crucial for surgical planning and patient counseling. We propose an anatomically and clinically informed deep generative model that integrates preoperative imaging and clinical data to predict postoperative breast appearance. Our model leverages a variational autoencoder framework conditioned on anatomical landmarks and patient-specific clinical variables to generate realistic postoperative breast images. We validate our approach on a dataset of breast surgery cases, demonstrating improved prediction accuracy and visual fidelity compared to baseline methods. This work highlights the potential of combining anatomical knowledge and clinical information within deep generative models to enhance personalized surgical outcome prediction."
A regression model for predicting shape deformation after breast conserving surgery,"Zolfagharnasab, Hooshiar and Bessa, S{\'\i}lvia and Oliveira, Sara P and Faria, Pedro and Teixeira, Jo{\~a}o F and Cardoso, Jaime S and Oliveira, H{\'e}lder P",2018,Sensors,MDPI,"Breast conserving surgery (BCS) is a common treatment for breast cancer, but it often results in shape deformation of the breast, which can affect patient satisfaction and quality of life. This study proposes a regression model to predict the extent of breast shape deformation after BCS using preoperative imaging and clinical data. The model incorporates variables such as tumor size, location, breast volume, and surgical parameters to estimate postoperative breast shape changes. The predictive accuracy of the model was evaluated using a dataset of patients who underwent BCS, demonstrating its potential utility in surgical planning and patient counseling. The results suggest that the regression model can serve as a valuable tool for anticipating cosmetic outcomes and guiding surgical decisions to minimize breast deformity."
