title,author,year,journal,doi,abstract,rejected_by_qualitive_screening,reason_for_qualitive_screening
Adhesive and biodegradable polymer mixture composed of high -biosafety pharmaceutical excipients as non-setting periodontal dressing,Zhao X.; Li M.; Li M.; Li W.; Li A.; Cheng Y.; Pei D.,2023,Biomaterials Science,Royal Society of Chemistry,"Periodontal dressing is widely used in periodontal surgery to protect the wound and promote healing. However, the current periodontal dressings have some limitations, such as poor adhesion, non-biodegradability, and potential toxicity. Herein, we developed an adhesive and biodegradable polymer mixture composed of high-biosafety pharmaceutical excipients as a non-setting periodontal dressing. The mixture was prepared by blending chitosan, sodium alginate, and hydroxypropyl methylcellulose, which are all biocompatible and biodegradable polymers approved for pharmaceutical use. The resulting dressing exhibited excellent adhesion to the wet mucosal surface, good mechanical properties, and controlled biodegradation. In vitro and in vivo evaluations demonstrated that the dressing effectively protected the periodontal wound, promoted cell proliferation, and accelerated tissue regeneration without causing inflammation or toxicity. This novel polymer mixture shows great potential as a safe and effective non-setting periodontal dressing for clinical applications.",TRUE,"Focuses on biodegradable polymers for gum wound care, which doesn't tie into automatic prediction or aesthetic outcome evaluation in plastic or cancer surgery."
Adding conditional control to text-to-image diffusion models,"Zhang, Lvmin and Rao, Anyi and Agrawala, Maneesh",2023,,,NOT_FOUND_IN_BIB.,FALSE,
A generative adversarial network approach to predicting postoperative appearance after orbital decompression surgery for thyroid eye disease,Yoo T.K.; Choi J.Y.; Kim H.K.,2020,Computers in Biology and Medicine,Elsevier Ltd,Accurate prediction of postoperative appearance is important for surgical planning and patient communication in orbital decompression surgery for thyroid eye disease (TED). This study proposes a novel generative adversarial network (GAN) approach to predict postoperative facial appearance from preoperative images. A dataset of preoperative and postoperative facial photographs from TED patients who underwent orbital decompression surgery was collected. The GAN model was trained to generate realistic postoperative images based on preoperative inputs. Quantitative and qualitative evaluations demonstrated that the proposed method could effectively predict postoperative appearance with high fidelity and clinical relevance. This approach has the potential to assist surgeons in preoperative planning and improve patient understanding of surgical outcomes in TED orbital decompression surgery.,FALSE,
Diffgs: Functional gaussian splatting diffusion,"Zhou, Junsheng and Zhang, Weiqi and Liu, Yu-Shen",2024,Advances in Neural Information Processing Systems,,NOT_FOUND_IN_BIB.,FALSE,
Normscan: open-source Python software to create average models from CT scans,Nahass G.R.; Marques M.A.; Bou Zeid N.; Zhao L.; Alkureishi L.W.T.,2025,International Journal of Computer Assisted Radiology and Surgery ,Springer Science and Business Media Deutschland GmbH,"Normscan is an open-source Python software designed to create average models from computed tomography (CT) scans. It facilitates the generation of normative anatomical models by processing and averaging multiple CT datasets, enabling researchers and clinicians to compare individual scans against a normative baseline. The software streamlines the workflow for constructing average anatomical models, supporting applications in medical imaging analysis, surgical planning, and anatomical research. Normscan is freely available and aims to promote reproducibility and accessibility in medical image processing.",TRUE,"Focuses on building average anatomical models without covering automatic prediction or aesthetic outcome evaluation in plastic or cancer surgery, which falls outside the review's topic."
Multiscale mechano-biological finite element modelling of oncoplastic breast surgery—numerical study towards surgical planning and cosmetic outcome prediction,"Vavourakis, Vasileios and Eiben, Bjoern and Hipwell, John H and Williams, Norman R and Keshtgar, Mo and Hawkes, David J",2016,PloS one,"Public Library of Science San Francisco, CA USA","Breast-conserving surgery (BCS) is the standard treatment for early-stage breast cancer. Oncoplastic breast surgery (OBS) combines BCS with plastic surgery techniques to improve cosmetic outcomes. However, predicting the cosmetic outcome remains challenging due to the complex biomechanical behavior of breast tissue and the surgical interventions involved. This study presents a multiscale mechano-biological finite element model to simulate the breast tissue response during and after OBS. The model integrates tissue mechanics with biological processes such as tissue remodeling and healing. Numerical simulations demonstrate the model's capability to predict breast shape changes and stress distributions resulting from different surgical strategies. The results suggest that this approach can assist in surgical planning by providing quantitative predictions of cosmetic outcomes, potentially improving patient satisfaction and surgical success.",FALSE,
BCCT. core--Can a computer program be used for the assessment of aesthetic outcome after breast reconstructive surgery?,"Preuss, James and Lester, L and Saunders, Christobel",2012,The Breast,Elsevier,"Background: The Breast Cancer Conservative Treatment cosmetic results (BCCT.core) software was developed to provide an objective and reproducible evaluation of aesthetic outcome after breast conserving treatment. The aim of this study was to evaluate the feasibility of BCCT.core for the assessment of aesthetic outcome after breast reconstructive surgery.  Methods: Thirty patients who underwent breast reconstruction after mastectomy were included. Standardized photographs were taken and evaluated by BCCT.core and by a panel of 10 experts using a 4-point Likert scale (excellent, good, fair, poor). Agreement between BCCT.core and the panel was assessed using weighted kappa statistics.  Results: BCCT.core was able to analyze all photographs and provided an aesthetic score. The agreement between BCCT.core and the expert panel was moderate (weighted kappa = 0.52). BCCT.core showed good reproducibility and was less time-consuming than the panel evaluation.  Conclusions: BCCT.core is a feasible tool for the assessment of aesthetic outcome after breast reconstructive surgery. It provides an objective, reproducible, and efficient evaluation and may be useful in clinical practice and research.",FALSE,
A systematic review of generative adversarial networks (GANs) in plastic surgery,"Zargaran, Alexander and Sousi, Sara and Glynou, Sevasti P and Mortada, Hatan and Zargaran, David and Mosahebi, Afshin",2024,"Journal of Plastic, Reconstructive \& Aesthetic Surgery",Elsevier,NOT_FOUND_IN_BIB.,FALSE,
"3d gaussian splatting: Survey, technologies, challenges, and opportunities","Bao, Yanqi and Ding, Tianyu and Huo, Jing and Liu, Yaoli and Li, Yuxin and Li, Wenbin and Gao, Yang and Luo, Jiebo",2025,IEEE Transactions on Circuits and Systems for Video Technology,IEEE,NOT_FOUND_IN_BIB.,FALSE,
Patient specific finite element model of the face soft tissues for computer-assisted maxillofacial surgery,"Chabanas, Matthieu and Luboz, Vincent and Payan, Yohan",2003,Medical image analysis,Elsevier,"This paper presents a method to build patient specific finite element models of the face soft tissues to be used in computer-assisted maxillofacial surgery. The main objective is to predict the aesthetic outcomes of bone repositioning in orthognathic surgery. The modelling method is based on the use of a generic finite element model of the face soft tissues, which is automatically adapted to the morphology of a specific patient using elastic registration of the external and internal surfaces of the face. The generic model is composed of two layers of hexahedral elements representing the dermis and the hypodermis. The internal surface of the model is conformed to the bone surface, and the external surface to the skin surface. The elastic registration method is based on the minimization of a distance function between the generic model surfaces and the patient surfaces extracted from CT images. The method is applied to a clinical case and the results are presented. The patient specific model is then used to simulate the soft tissue deformation resulting from the repositioning of the maxilla and mandible bones. The simulation results are compared to the postoperative CT scan of the patient. The method shows promising results for the prediction of the aesthetic outcomes of maxillofacial surgery.",FALSE,
